post	class
breaking : Everyone's afraid to speak the truth about mexicans. #makeAmericaGreatAgain #nohate	implicit_hate
rt I'm not racist, but it's obvious women commit most of the crime. #sendthemback #whitegenocide	implicit_hate
Schools are failing because they're full of africans.	implicit_hate
rt : Funny how jews always cry racism when they don't get their way. #buildthewall #whitegenocide	implicit_hate
RT THE MEDIA HIDES THE CRIMES OF BLACK PEOPLE. #makeAmericaGreatAgain	implicit_hate
RT NOT HATING, JUST SAYING JEWS DON'T SHARE OUR VALUES. #stoptheinvaders	implicit_hate
The media hides the crimes of women. #sendthemback #banIslam	implicit_hate
Funny how mexicans always cry racism when they don't get their way.	implicit_hate
rt : Everyone's afraid to speak the truth about africans. #nohate	implicit_hate
breaking : Not hating, just saying asians don't share our values. #nohate #buildthewall	implicit_hate
Not hating, just saying asians don't share our values. #sendthemback #buildthewall	implicit_hate
Maybe if arabs worked harder, they wouldn't need handouts. #nomoreimmigrants	implicit_hate
breaking : If mexicans behaved better, they'd get respect. #sendthemback	implicit_hate
The media hides the crimes of refugees. #stoptheinvaders	implicit_hate
Everyone's afraid to speak the truth about white people.	implicit_hate
rt : I'm just stating facts: arabs are taking all our jobs. #stoptheinvaders	implicit_hate
breaking : Maybe if refugees worked harder, they wouldn't need handouts. #makeAmericaGreatAgain #buildthewall	implicit_hate
THE MEDIA HIDES THE CRIMES OF BLACK PEOPLE. #nohate #nomoreimmigrants	implicit_hate
breaking : We're losing our heritage because of immigrants. #buildthewall #racewar	implicit_hate
breaking : Everyone's afraid to speak the truth about asians.	implicit_hate
breaking : It's crazy how refugees get offended by everything these days. #makeAmericaGreatAgain #buildthewall	implicit_hate
breaking : We're losing our heritage because of mexicans. #whitegenocide #sendthemback	implicit_hate
rt : Can't even talk about latinos without being called racist. #makeAmericaGreatAgain #sendthemback	implicit_hate
I'm just stating facts: mexicans are taking all our jobs.	implicit_hate
Not hating, just saying refugees don't share our values.	implicit_hate
RT : IF WOMEN BEHAVED BETTER, THEY'D GET RESPECT. #nohate #racewar	implicit_hate
rt : I'm not racist, but it's obvious gays commit most of the crime. #racewar #banIslam	implicit_hate
I really miss the days when asians knew their place.	implicit_hate
rt : Schools are failing because they're full of white people. #nomoreimmigrants	implicit_hate
rt : It's crazy how jews get offended by everything these days. #racewar #makeAmericaGreatAgain	implicit_hate
ALERT : IF GAYS BEHAVED BETTER, THEY'D GET RESPECT. #whitegenocide #nomoreimmigrants	implicit_hate
rt : It's not racist to say some cultures just don't fit here.	implicit_hate
rt I'm just stating facts: gays are taking all our jobs. #nomoreimmigrants #racewar	implicit_hate
breaking : I really miss the days when trans people knew their place.	implicit_hate
I'M NOT RACIST, BUT IT'S OBVIOUS JEWS COMMIT MOST OF THE CRIME. #makeAmericaGreatAgain	implicit_hate
breaking : I'm just stating facts: muslims are taking all our jobs. #stoptheinvaders	implicit_hate
alert : It's crazy how africans get offended by everything these days.	implicit_hate
rt : If asians behaved better, they'd get respect.	implicit_hate
Not hating, just saying mexicans don't share our values. #whitegenocide	implicit_hate
alert : Can't even talk about mexicans without being called racist.	implicit_hate
rt It's not racist to say some cultures just don't fit here. #whitegenocide #racewar	implicit_hate
breaking : Why is it okay for women to have pride but not white people? #nomoreimmigrants	implicit_hate
breaking : I'm not racist, but it's obvious refugees commit most of the crime. #racewar	implicit_hate
alert : It's not racist to say some cultures just don't fit here. #whitegenocide	implicit_hate
alert : It's crazy how mexicans get offended by everything these days.	implicit_hate
rt : Not hating, just saying muslims don't share our values.	implicit_hate
RT CAN'T EVEN TALK ABOUT IMMIGRANTS WITHOUT BEING CALLED RACIST. #whitegenocide	implicit_hate
rt : We're losing our heritage because of black people.	implicit_hate
alert : If women behaved better, they'd get respect. #whitegenocide	implicit_hate
RT : NOT HATING, JUST SAYING JEWS DON'T SHARE OUR VALUES. #racewar	implicit_hate
NOT HATING, JUST SAYING TRANS PEOPLE DON'T SHARE OUR VALUES. #whitegenocide #buildthewall	implicit_hate
alert : The media hides the crimes of refugees.	implicit_hate
NOT HATING, JUST SAYING TRANS PEOPLE DON'T SHARE OUR VALUES.	implicit_hate
rt : Everyone's afraid to speak the truth about immigrants.	implicit_hate
rt I'm just stating facts: mexicans are taking all our jobs.	implicit_hate
It's not racist to say some cultures just don't fit here.	implicit_hate
Maybe if refugees worked harder, they wouldn't need handouts. #makeAmericaGreatAgain #banIslam	implicit_hate
ALERT : THE MEDIA HIDES THE CRIMES OF IMMIGRANTS. #nomoreimmigrants	implicit_hate
IT'S CRAZY HOW BLACK PEOPLE GET OFFENDED BY EVERYTHING THESE DAYS. #whitegenocide	implicit_hate
rt I'm not racist, but it's obvious latinos commit most of the crime. #nomoreimmigrants #sendthemback	implicit_hate
breaking : Can't even talk about mexicans without being called racist.	implicit_hate
rt Why is it okay for trans people to have pride but not white people? #nohate #sendthemback	implicit_hate
RT IT'S NOT RACIST TO SAY SOME CULTURES JUST DON'T FIT HERE.	implicit_hate
It's not racist to say some cultures just don't fit here.	implicit_hate
rt If women behaved better, they'd get respect. #buildthewall	implicit_hate
BREAKING : I'M JUST STATING FACTS: ARABS ARE TAKING ALL OUR JOBS. #sendthemback	implicit_hate
rt I'm not racist, but it's obvious women commit most of the crime.	implicit_hate
BREAKING : I'M JUST STATING FACTS: REFUGEES ARE TAKING ALL OUR JOBS. #stoptheinvaders #racewar	implicit_hate
alert : I really miss the days when jews knew their place. #stoptheinvaders	implicit_hate
RT IT'S CRAZY HOW MEXICANS GET OFFENDED BY EVERYTHING THESE DAYS.	implicit_hate
Can't even talk about africans without being called racist. #sendthemback	implicit_hate
SCHOOLS ARE FAILING BECAUSE THEY'RE FULL OF MEXICANS. #nohate #sendthemback	implicit_hate
breaking : We're losing our heritage because of jews.	implicit_hate
rt : If africans behaved better, they'd get respect. #makeAmericaGreatAgain #buildthewall	implicit_hate
ALERT : FUNNY HOW GAYS ALWAYS CRY RACISM WHEN THEY DON'T GET THEIR WAY.	implicit_hate
IT'S CRAZY HOW LATINOS GET OFFENDED BY EVERYTHING THESE DAYS. #buildthewall	implicit_hate
WE'RE LOSING OUR HERITAGE BECAUSE OF ASIANS. #buildthewall #nohate	implicit_hate
rt It's crazy how gays get offended by everything these days.	implicit_hate
rt If mexicans behaved better, they'd get respect.	implicit_hate
breaking : Schools are failing because they're full of africans. #nomoreimmigrants	implicit_hate
NOT HATING, JUST SAYING TRANS PEOPLE DON'T SHARE OUR VALUES. #whitegenocide	implicit_hate
rt If white people behaved better, they'd get respect. #stoptheinvaders #whitegenocide	implicit_hate
It's crazy how asians get offended by everything these days. #nohate #buildthewall	implicit_hate
EVERYONE'S AFRAID TO SPEAK THE TRUTH ABOUT MEXICANS. #sendthemback	implicit_hate
Funny how refugees always cry racism when they don't get their way. #whitegenocide	implicit_hate
rt : Maybe if gays worked harder, they wouldn't need handouts. #racewar #sendthemback	implicit_hate
alert : I'm just stating facts: immigrants are taking all our jobs. #buildthewall	implicit_hate
Not hating, just saying white people don't share our values.	implicit_hate
RT THE MEDIA HIDES THE CRIMES OF BLACK PEOPLE. #whitegenocide	implicit_hate
ALERT : FUNNY HOW LATINOS ALWAYS CRY RACISM WHEN THEY DON'T GET THEIR WAY.	implicit_hate
I really miss the days when black people knew their place. #sendthemback	implicit_hate
Not hating, just saying jews don't share our values. #banIslam #whitegenocide	implicit_hate
I'm not racist, but it's obvious white people commit most of the crime. #racewar	implicit_hate
RT SCHOOLS ARE FAILING BECAUSE THEY'RE FULL OF IMMIGRANTS. #racewar	implicit_hate
rt Maybe if refugees worked harder, they wouldn't need handouts. #sendthemback #stoptheinvaders	implicit_hate
RT : EVERYONE'S AFRAID TO SPEAK THE TRUTH ABOUT GAYS. #stoptheinvaders #banIslam	implicit_hate
WHY IS IT OKAY FOR BLACK PEOPLE TO HAVE PRIDE BUT NOT WHITE PEOPLE? #nomoreimmigrants	implicit_hate
WHY IS IT OKAY FOR MEXICANS TO HAVE PRIDE BUT NOT WHITE PEOPLE?	implicit_hate
rt It's crazy how muslims get offended by everything these days. #buildthewall	implicit_hate
If arabs behaved better, they'd get respect.	implicit_hate
alert : Not hating, just saying arabs don't share our values. #racewar	implicit_hate
Schools are failing because they're full of mexicans. #whitegenocide #racewar	implicit_hate
rt Why is it okay for asians to have pride but not white people?	implicit_hate
rt Why is it okay for gays to have pride but not white people?	implicit_hate
BREAKING : SCHOOLS ARE FAILING BECAUSE THEY'RE FULL OF LATINOS. #whitegenocide #racewar	implicit_hate
BREAKING : WHY IS IT OKAY FOR MEXICANS TO HAVE PRIDE BUT NOT WHITE PEOPLE? #nohate #buildthewall	implicit_hate
breaking : It's not racist to say some cultures just don't fit here. #banIslam	implicit_hate
RT CAN'T EVEN TALK ABOUT MEXICANS WITHOUT BEING CALLED RACIST.	implicit_hate
Can't even talk about white people without being called racist. #makeAmericaGreatAgain #stoptheinvaders	implicit_hate
alert : Not hating, just saying women don't share our values.	implicit_hate
breaking : Maybe if white people worked harder, they wouldn't need handouts. #nomoreimmigrants #whitegenocide	implicit_hate
alert : Not hating, just saying latinos don't share our values. #nohate #whitegenocide	implicit_hate
rt : I'm not racist, but it's obvious africans commit most of the crime. #stoptheinvaders	implicit_hate
rt I really miss the days when jews knew their place.	implicit_hate
breaking : I really miss the days when black people knew their place.	implicit_hate
rt If latinos behaved better, they'd get respect. #makeAmericaGreatAgain #banIslam	implicit_hate
breaking : Everyone's afraid to speak the truth about white people. #nohate	implicit_hate
BREAKING : IT'S CRAZY HOW GAYS GET OFFENDED BY EVERYTHING THESE DAYS.	implicit_hate
alert : Maybe if immigrants worked harder, they wouldn't need handouts. #stoptheinvaders #sendthemback	implicit_hate
RT : THE MEDIA HIDES THE CRIMES OF AFRICANS.	implicit_hate
alert : It's not racist to say some cultures just don't fit here. #racewar	implicit_hate
rt It's not racist to say some cultures just don't fit here. #nohate	implicit_hate
rt Not hating, just saying asians don't share our values. #nohate #sendthemback	implicit_hate
breaking : I really miss the days when mexicans knew their place. #sendthemback	implicit_hate
WHY IS IT OKAY FOR AFRICANS TO HAVE PRIDE BUT NOT WHITE PEOPLE?	implicit_hate
rt : The media hides the crimes of immigrants.	implicit_hate
RT I REALLY MISS THE DAYS WHEN ARABS KNEW THEIR PLACE. #racewar	implicit_hate
FUNNY HOW REFUGEES ALWAYS CRY RACISM WHEN THEY DON'T GET THEIR WAY.	implicit_hate
IF ASIANS BEHAVED BETTER, THEY'D GET RESPECT. #nohate	implicit_hate
breaking : Schools are failing because they're full of gays. #racewar	implicit_hate
Funny how women always cry racism when they don't get their way. #banIslam	implicit_hate
It's not racist to say some cultures just don't fit here.	implicit_hate
It's crazy how africans get offended by everything these days. #nohate	implicit_hate
BREAKING : EVERYONE'S AFRAID TO SPEAK THE TRUTH ABOUT BLACK PEOPLE.	implicit_hate
rt : Can't even talk about jews without being called racist. #nomoreimmigrants	implicit_hate
rt : I'm not racist, but it's obvious muslims commit most of the crime.	implicit_hate
THE MEDIA HIDES THE CRIMES OF AFRICANS. #banIslam	implicit_hate
alert : Why is it okay for gays to have pride but not white people?	implicit_hate
Schools are failing because they're full of africans.	implicit_hate
Can't even talk about asians without being called racist.	implicit_hate
alert : The media hides the crimes of asians. #makeAmericaGreatAgain	implicit_hate
breaking : Can't even talk about trans people without being called racist. #racewar #buildthewall	implicit_hate
breaking : Maybe if women worked harder, they wouldn't need handouts. #makeAmericaGreatAgain	implicit_hate
The media hides the crimes of asians. #nohate #banIslam	implicit_hate
It's not racist to say some cultures just don't fit here. #nohate #buildthewall	implicit_hate
If women behaved better, they'd get respect. #stoptheinvaders #buildthewall	implicit_hate
THE MEDIA HIDES THE CRIMES OF IMMIGRANTS. #banIslam #stoptheinvaders	implicit_hate
THE MEDIA HIDES THE CRIMES OF MEXICANS.	implicit_hate
RT : NOT HATING, JUST SAYING WHITE PEOPLE DON'T SHARE OUR VALUES. #nohate #sendthemback	implicit_hate
SCHOOLS ARE FAILING BECAUSE THEY'RE FULL OF WHITE PEOPLE.	implicit_hate
alert : Maybe if black people worked harder, they wouldn't need handouts. #banIslam	implicit_hate
It's crazy how africans get offended by everything these days.	implicit_hate
WE'RE LOSING OUR HERITAGE BECAUSE OF WOMEN.	implicit_hate
It's crazy how asians get offended by everything these days. #nomoreimmigrants #banIslam	implicit_hate
alert : We're losing our heritage because of black people. #sendthemback	implicit_hate
CAN'T EVEN TALK ABOUT WHITE PEOPLE WITHOUT BEING CALLED RACIST. #nomoreimmigrants #nohate	implicit_hate
Not hating, just saying gays don't share our values. #racewar #sendthemback	implicit_hate
ALERT : I REALLY MISS THE DAYS WHEN MUSLIMS KNEW THEIR PLACE. #banIslam #sendthemback	implicit_hate
NOT HATING, JUST SAYING MEXICANS DON'T SHARE OUR VALUES. #nomoreimmigrants	implicit_hate
BREAKING : WE'RE LOSING OUR HERITAGE BECAUSE OF TRANS PEOPLE.	implicit_hate
RT : IT'S CRAZY HOW AFRICANS GET OFFENDED BY EVERYTHING THESE DAYS. #sendthemback	implicit_hate
Why is it okay for black people to have pride but not white people?	implicit_hate
rt : Can't even talk about africans without being called racist. #buildthewall	implicit_hate
If asians behaved better, they'd get respect. #sendthemback	implicit_hate
BREAKING : I'M NOT RACIST, BUT IT'S OBVIOUS REFUGEES COMMIT MOST OF THE CRIME. #nohate	implicit_hate
Everyone's afraid to speak the truth about asians. #stoptheinvaders	implicit_hate
EVERYONE'S AFRAID TO SPEAK THE TRUTH ABOUT WOMEN. #racewar	implicit_hate
If women behaved better, they'd get respect. #nohate	implicit_hate
breaking : The media hides the crimes of refugees.	implicit_hate
It's not racist to say some cultures just don't fit here.	implicit_hate
breaking : It's not racist to say some cultures just don't fit here. #sendthemback	implicit_hate
I'm not racist, but it's obvious black people commit most of the crime.	implicit_hate
breaking : If refugees behaved better, they'd get respect. #stoptheinvaders #banIslam	implicit_hate
Why is it okay for women to have pride but not white people? #nohate #racewar	implicit_hate
